
2020-02-26 11:29:02.957569	{'message_id': 1153, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696710, 'text': 'No lipstick'}
2020-02-26 11:29:07.537744	{'message_id': 1155, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696715, 'text': 'No'}
2020-02-26 11:31:32.389554	{'message_id': 1157, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696860, 'text': '/start', 'entities': [{'offset': 0, 'length': 6, 'type': 'bot_command'}]}
2020-02-26 11:31:36.960839	{'message_id': 1159, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696864, 'text': 'Hai'}
2020-02-26 11:31:46.532757	{'message_id': 1161, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696872, 'text': 'I want to buy phant'}
2020-02-26 11:33:12.802643	{'message_id': 1168, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696960, 'text': '/start', 'entities': [{'offset': 0, 'length': 6, 'type': 'bot_command'}]}
2020-02-26 11:33:19.302563	{'message_id': 1170, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696965, 'text': 'I want to buy phant'}
2020-02-26 11:33:32.132060	{'message_id': 1177, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696979, 'text': '1001'}
2020-02-26 11:33:41.597223	{'message_id': 1180, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696989, 'text': '8508015826', 'entities': [{'offset': 0, 'length': 10, 'type': 'phone_number'}]}
2020-02-26 11:33:51.091144	{'message_id': 1183, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582696998, 'text': 'Confirm'}
2020-02-26 11:35:06.371763	{'message_id': 1186, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582697074, 'text': 'How will I get customer service'}
2020-02-26 11:35:18.705758	{'message_id': 1188, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582697086, 'text': 'Coustomer service number'}
2020-02-26 12:03:12.005986	{'message_id': 1190, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698759, 'text': 'Hi'}
2020-02-26 12:03:18.386716	{'message_id': 1192, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698766, 'text': 'Customer service number?'}
2020-02-26 12:03:28.813915	{'message_id': 1194, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698776, 'text': 'I want customer support number'}
2020-02-26 12:03:31.780480	{'message_id': 1196, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698779, 'text': 'Ok'}
2020-02-26 12:03:58.880903	{'message_id': 1198, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698806, 'text': 'Any Exchange offer is there'}
2020-02-26 12:04:17.582221	{'message_id': 1200, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698825, 'text': 'How to contact you'}
2020-02-26 12:04:31.791452	{'message_id': 1202, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698839, 'text': 'How to contact customer support'}
2020-02-26 12:04:36.970428	{'message_id': 1204, 'from': {'id': 907457149, 'is_bot': False, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'language_code': 'en'}, 'chat': {'id': 907457149, 'first_name': 'Madhusuthanan', 'last_name': 'Manivannan', 'type': 'private'}, 'date': 1582698843, 'text': 'Fine'}
